conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
1856846789636395207,Wed Nov 13 23:49:07 +0000 2024,15,I very lol'd: Given the dramatic fall in the price of equities and in other metals especially silver we believe the market is no longer conducive for completing... Silver is down $3! TMW when opportunistic self-serving BS merchants get caught with their pants down $AGX.v https://t.co/DrsqUtLOpr,1856846789636395207,https://pbs.twimg.com/media/GcTYUNIaMAAwOoF.jpg,,en,South America,1,2,1,https://x.com/Mark_IKN/status/1856846789636395207,1627835325635592193,Mark_IKN
1813499496485294559,Wed Jul 17 09:02:27 +0000 2024,15946,Kata berita kemarin udah 85%: https://t.co/MCWeLh2PCR Sekarang jadi 15%. https://t.co/h4soOrK1Y2,1813499496485294559,https://pbs.twimg.com/media/GSrYI1KaAAACE_2.jpg,,in,"Michuhol-gu, Republic of Korea",214,303,3868,https://x.com/ardisatriawan/status/1813499496485294559,170542374,ardisatriawan
1857783382530535734,Sat Nov 16 13:50:48 +0000 2024,29,IKN bener2 luar biasa ...️🇮🇩 https://t.co/tXoDZ4Y5wo,1857783382530535734,https://pbs.twimg.com/ext_tw_video_thumb/1857783316675756032/pu/img/mNuA8gUj7v98yAc6.jpg,,in,dreamland🇮🇩,0,1,9,https://x.com/mbienyambay2/status/1857783382530535734,1299302763784843265,mbienyambay2
1859595566478475463,Thu Nov 21 13:51:47 +0000 2024,5,For sure $NGEX.to has done well this year and everybody lurves those Lundin Boyz. However... https://t.co/U4Xit3ZqoL,1859595566478475463,https://pbs.twimg.com/media/Gc6cUFAW0AAs3X6.jpg,,en,South America,0,1,1,https://x.com/Mark_IKN/status/1859595566478475463,1627835325635592193,Mark_IKN
1845737432559526334,Mon Oct 14 08:04:30 +0000 2024,13983,Kalau Jakarta tetep mau ibukota ngapain bikin IKN???,1845737432559526334,,,in,"Michuhol-gu, Republic of Korea",164,507,3641,https://x.com/ardisatriawan/status/1845737432559526334,170542374,ardisatriawan
1857031287418069041,Thu Nov 14 12:02:15 +0000 2024,2,fwbborneo! gua m24 nyari partner buat healing ke ikn prefer f20 keatas area balikpapan,1857031287418069041,,,in,"Kalimantan, indonesia ",0,4,0,https://x.com/fwbBorneo/status/1857031287418069041,1265296700991651840,fwbBorneo
1820392427263492228,Mon Aug 05 09:32:30 +0000 2024,11086,1000 mobil rekayasa cuaca 9 Miliar SPPD pejabat dan ASN 1 minggu akomodasi seluruh peserta pengerahan pasukan TNI Polri beserta armadanya biaya acara dll. Gw taksir 300-500 miliar habis hanya utk acara seremonial 17-an di IKN Sementara itu gaji guru honorer tetap 300 rb https://t.co/su6vt1cidT,1820392427263492228,https://pbs.twimg.com/media/GUNUB6kaYAEMRYD.jpg,,in,Warteg,453,784,5304,https://x.com/BosPurwa/status/1820392427263492228,1068371293290946561,BosPurwa
1764175280149807170,Sun Mar 03 06:25:38 +0000 2024,12377,Ave Neohistorian! Belum lama ini Presiden Joko Widodo mengatakan pembangunan Istana Presiden di Ibu Kota Nusantara (IKN) dilakukan karena beliau ingin Indonesia mempunyai gedung Istana Presiden yang bukan merupakan peninggalan kolonial demi kebanggaan dan harga diri bangsa. https://t.co/csbrBDlpNK,1764175280149807170,https://pbs.twimg.com/media/GHucET8bAAAI4vx.jpg,,in,"Pondok Cina, Depok",649,872,1127,https://x.com/neohistoria_id/status/1764175280149807170,1495326248100589569,neohistoria_id
1859775644370182276,Fri Nov 22 01:47:21 +0000 2024,16,Nyampe jg di IKN https://t.co/R7o1nlqlnm,1859775644370182276,https://pbs.twimg.com/ext_tw_video_thumb/1859775610551443456/pu/img/oMJFkMeRCpKgn_is.jpg,,in,"Denpasar,Bali",0,1,1,https://x.com/lucky2bahagia/status/1859775644370182276,2240911802,lucky2bahagia
1857627340811153566,Sat Nov 16 03:30:45 +0000 2024,18, Honey but if you knew it wasn't mining profitably why did we buy shares? https://t.co/LZaH6kbgo0,1857627340811153566,https://pbs.twimg.com/media/GceeONWaMAAgI83.jpg,,en,South America,0,2,1,https://x.com/Mark_IKN/status/1857627340811153566,1627835325635592193,Mark_IKN
1806229427204055463,Thu Jun 27 07:33:48 +0000 2024,14153,Sementara ASN dipaksa transmigrasi ke IKN Dia sendiri mau berleha-leha di rumah 12.000 m2 di kampungnya di Solo. Omon-omon bangun rumah segitu gedenya buat dia pakai dana APBN? Artinya pakai Uang Pajak yang kita bayar? https://t.co/cemfQ2Y6Lr,1806229427204055463,https://pbs.twimg.com/media/GREEF33aYAAwkwU.jpg,,in,,625,1103,3249,https://x.com/DokterTifa/status/1806229427204055463,1502822366946402304,DokterTifa
1856676741185679503,Wed Nov 13 12:33:25 +0000 2024,55,Junior mining stock selection: https://t.co/fd6SusZXv1,1856676741185679503,https://pbs.twimg.com/media/GcQ9qFTbAAA4AwD.png,,en,South America,0,7,3,https://x.com/Mark_IKN/status/1856676741185679503,1627835325635592193,Mark_IKN
1768185330874868196,Thu Mar 14 08:00:08 +0000 2024,7997,Tak mau ada perkampungan di IKN https://t.co/qEXLTkmnyR,1768185330874868196,https://pbs.twimg.com/media/GInbMBwaUAAMJTP.jpg,,in,,433,363,1495,https://x.com/ARSIPAJA/status/1768185330874868196,2993008392,ARSIPAJA
1769734118605025563,Mon Mar 18 14:34:28 +0000 2024,11315,hahahahahahaaaaa mereka yg buru2 ngesahin uu ikn dlm waktu 42 hari. dan sekarang gak mau cabut dari jakarta!! https://t.co/8s43VSUqub,1769734118605025563,https://pbs.twimg.com/media/GI9bytnWMAAgaWX.jpg,,in,twitterville,616,560,2653,https://x.com/sociotalker/status/1769734118605025563,115438018,sociotalker
1856321319710953921,Tue Nov 12 13:01:06 +0000 2024,732,Usai dinilai tak bisa beroperasi secara otonom saat uji coba atau Proof of Concept (PoC) di Ibu Kota Nusantara (IKN) Trem Otonom Terpadu (TOT) atau Autonomus Rail Transit (ART) buatan CRRC Qingdao Sifang akan dikembalikan ke negara asalnya China. https://t.co/UgY9MiVZXu https://t.co/jSBeu3UVvL,1856321319710953921,https://pbs.twimg.com/media/GcL5wJSagAAzEP1.jpg,,in,Jakarta,104,268,211,https://x.com/kompascom/status/1856321319710953921,23343960,kompascom
1858847301298778336,Tue Nov 19 12:18:26 +0000 2024,178,Progres Rumah Sakit Nusantara di IKN https://t.co/D1RlckvdZV,1858847301298778336,https://pbs.twimg.com/ext_tw_video_thumb/1858847252783263744/pu/img/CpWBbIp9l3NWsA3R.jpg,,in,,0,12,33,https://x.com/tham878/status/1858847301298778336,1759100655783043072,tham878
1818712242340479228,Wed Jul 31 18:16:03 +0000 2024,4836,Heran banget pada berkisah ‍️: Wiih.. IKN megah banget ‍: Sampai tak bisa ber kata2 melihat kemegahan IKN Tapi tak satupun ada yg pamer liputan video penampakan IKN.. yg ada malah bumi perkemahan ditengah hutan.. Goblok rakyat dianggapnya..‍️ https://t.co/BAIEUxZphw,1818712242340479228,https://pbs.twimg.com/ext_tw_video_thumb/1818553331130023938/pu/img/-ODZab6V3_5G-F6h.jpg,,in,"Kuta, Indonesia",196,640,1636,https://x.com/Naz_lira/status/1818712242340479228,992488238609678336,Naz_lira
1841035898303234233,Tue Oct 01 08:42:17 +0000 2024,10211,Baru tahu IKN sdh habiskan duit APBN 466 Trilyun. Coba duit sebanyak ini utk bangun sekolah jalan di plosok yg rusak dan utk ciptakan lapangan kerja pasti lbh byk manfaatnya. https://t.co/UDFlrqTZCY,1841035898303234233,https://pbs.twimg.com/amplify_video_thumb/1841035359716851715/img/SL31hPFnqHkjKrH-.jpg,,in,DKI Jakarta,159,518,4158,https://x.com/UmarHasibuan__/status/1841035898303234233,312049767,UmarHasibuan__
1847957198384889885,Sun Oct 20 11:05:04 +0000 2024,37764,50 menit prabowo berpidato berapi2. tidak sekalipun dia menyebut ikn. ada yg auto gundah gulana.,1847957198384889885,,,in,twitterville,260,323,2986,https://x.com/sociotalker/status/1847957198384889885,115438018,sociotalker
1795388414130581792,Tue May 28 09:35:29 +0000 2024,3253,kata menteri yg lebih sibuk urus ikn daripada bangun perumahan rakyat. https://t.co/IW91DzYKVh,1795388414130581792,https://pbs.twimg.com/media/GOqAP4PbUAAfJVl.jpg,,in,twitterville,130,462,1007,https://x.com/sociotalker/status/1795388414130581792,115438018,sociotalker
1532694072871137280,Fri Jun 03 12:01:57 +0000 2022,5759,Pohon di monas ditebang tetiba buzzer bangke &amp; ebong jumpalitan sok2an peduli lingkungan. Giliran bikin IKN hutan dibabat pulau komodo jd tmpat wisata hutan kalimantan jd kubangan ebong pd mingkem kyak silit pitek! ,1532694072871137280,,,in,Bekasi - Indonesia,78,520,1348,https://x.com/bachrum_achmadi/status/1532694072871137280,105085302,bachrum_achmadi
1739169430247227428,Mon Dec 25 06:21:19 +0000 2023,0, guys kalian ada ga foto foto atau artikel atau apa gitu progres pembangunan IKN dari nol butuh minimal 10 foto dari nol sampe jadi buat tugas terimakasih sebelumnya ,1739169430247227428,,,in,Indonesia,0,1,0,https://x.com/tanyarlfes/status/1739169430247227428,1371650588,tanyarlfes
1582673457514283009,Wed Oct 19 10:02:11 +0000 2022,4063,Siang ini saya menerima kedatangan anggota Dewan Penasihat Ibu Kota Nusantara Tony Blair di Istana Merdeka. Kami berdiskusi tentang perencanaan pemindahan ibu kota baru dan saya meminta mantan Perdana Menteri Inggris itu membantu mempromosikan IKN ke dunia internasional. https://t.co/SnO8OsRFWI,1582673457514283009,https://pbs.twimg.com/media/FfbJHznUAAUZTaU.jpg,,in,Jakarta,80,450,477,https://x.com/jokowi/status/1582673457514283009,366987179,jokowi
1857488286463439068,Fri Nov 15 18:18:12 +0000 2024,22,ヒマすぎル,1857488286463439068,,,ja,,0,1,0,https://x.com/vq9IknVJek1829/status/1857488286463439068,1798702429103648769,vq9IknVJek1829
1857619224182858221,Sat Nov 16 02:58:30 +0000 2024,4,Gue kalo mau jadi ekonom jahat pas APBN kepentok gini ya tinggal bilang ga usah bayar pajak. Investor yg beli utang negara bakal nuntut bunga yg lbh tinggi atau rating utangnya jelek termasuk utang utk proyek mercusuar seperti IKN. Siapa suruh Menkeu nunut politisi.,1857619224182858221,,,in,Flensburg,0,0,1,https://x.com/duc_of_nowhere/status/1857619224182858221,1795636356536008704,duc_of_nowhere
1820793944688701754,Tue Aug 06 12:07:59 +0000 2024,33214,Kami orang Madura tertarik tinggal di IKN,1820793944688701754,,,in,imamnya @tucarino_,1148,812,5854,https://x.com/KemenperinRI/status/1820793944688701754,1030789552867139584,KemenperinRI
1858343060389929010,Mon Nov 18 02:54:46 +0000 2024,4,Lha orang juga ngetawain IKN,1858343060389929010,,,in,,0,0,0,https://x.com/tanpakdany/status/1858343060389929010,1153171654832345088,tanpakdany
1693652885584912487,Mon Aug 21 15:54:49 +0000 2023,3345,Teman teman yang dari Kaltim dan wilayah lain dari Kalimantan apakah ada demo Penolakan IKN seperti yang disebarkan oleh org org yang gak ingin kita orang Kalimantan Maju dan sejahtera? Setahu saya setelah Majelis Adat Dayak Nasional dan Para Sultan yg ada di Kalimantan https://t.co/ELx3mZt8d5,1693652885584912487,https://pbs.twimg.com/media/F4EQUgPaIAE2lbL.jpg,,in,PALANGKARAYA,50,647,652,https://x.com/PakatDayak_/status/1693652885584912487,1394912376814665730,PakatDayak_
1747451531459526828,Wed Jan 17 02:51:25 +0000 2024,20616,Mau. Milih prabowo dapetnya PSI jokowi anaknya jokowi iparnya jokowi mantunya jokowi anak jokowi yang ketua psi baliho psi muchdi PR ade armando titiek soeharto golkar wadas omnibus cilaka firli rempang bahlil bukit algoritma budiman pindah ke IKN ITE jilid 2,1747451531459526828,,,in,,267,281,4996,https://x.com/arman_dhani/status/1747451531459526828,1248266161436807168,arman_dhani
1796793861156798571,Sat Jun 01 06:40:13 +0000 2024,1, menurut kalian argumen pro pemindahan ikn dari sisi geografi apa?? (tolong bantuin sender ini buat tugas geo udh cari² di go0gle engga nemu adanya argumen kontra doang) ,1796793861156798571,,,in,Indonesia,0,0,0,https://x.com/tanyarlfes/status/1796793861156798571,1371650588,tanyarlfes
1799082764647674346,Fri Jun 07 14:15:31 +0000 2024,2, guys aku pgn daftar cpns tahun ini mau coba di ikn krna di wilayah sender pasti udh rame peminatnya sender org kaltim juga kok masih tpi tesnya itu gmna yah? Harus ke ikn atau di wilayah masing2? Klo ksna dlu bru tes gak ada temen dan biaya huhu,1799082764647674346,,,in,Indonesia,0,2,0,https://x.com/tanyarlfes/status/1799082764647674346,1371650588,tanyarlfes
1501903823865933827,Thu Mar 10 12:52:30 +0000 2022,4436,Hari ini di Istana Negara saya melantik Bambang Susantono dan Dhony Rahajoe sebagai Kepala dan Wakil Kepala Otorita Ibu Kota Nusantara. Keduanya akan bekerja untuk bersama-sama membangun IKN sebagai ibu kota yang merefleksikan kota Indonesia masa depan. Selamat bekerja. https://t.co/XmkDZEWKVg,1501903823865933827,https://pbs.twimg.com/media/FNfVkVoVEAAqXU7.jpg,,in,Jakarta,139,867,474,https://x.com/jokowi/status/1501903823865933827,366987179,jokowi
1824810986173317531,Sat Aug 17 14:10:17 +0000 2024,1, ges tolong kalo ada anggota paskibraka pusat yang tadi tugas di IKN lagi live infokan sender pengen nanya about seleksi capaska,1824810986173317531,,,in,Indonesia,0,0,0,https://x.com/tanyakanrl/status/1824810986173317531,1331650559518990336,tanyakanrl
1856905747998937392,Thu Nov 14 03:43:24 +0000 2024,2,Gedung DPR MPR ketika ibukota dipindah ke IKN,1856905747998937392,,,in,"Jakarta Barat, DKI Jakarta",0,0,0,https://x.com/neroyuuki/status/1856905747998937392,3174832896,neroyuuki
1858163187759063102,Sun Nov 17 15:00:01 +0000 2024,49,Pramono bertanya ke RK terkait wacana pemindahan Balai Kota Jakarta. Pramono menyinggung soal imajinasi yang kemudian dibalas RK dengan bicara soal IKN. #detikPilkada #PilkadaJakarta https://t.co/UmFUwho6q8,1858163187759063102,,,in,,0,87,8,https://x.com/detikcom/status/1858163187759063102,69183155,detikcom
1858138150528245780,Sun Nov 17 13:20:32 +0000 2024,28,The more i think on it the more i believe repeating this message multiple times might be the most useful thing i ever do on X: &gt;&gt; Commodities Are Priced At The Margin&lt;&lt; Understand that fully &amp; you'll see thru much of the BS purveyed by idiots and/or sharks in the mining world. https://t.co/qNi3t83Oxk,1858138150528245780,https://pbs.twimg.com/media/GcluzPNboAAzDHS.jpg,,en,South America,0,4,3,https://x.com/Mark_IKN/status/1858138150528245780,1627835325635592193,Mark_IKN
1629002244577443840,Fri Feb 24 06:16:15 +0000 2023,7552,Kawasan Ibu Kota Nusantara akan memiliki pusat latihan untuk mendukung persepakbolaan Indonesia. Di IKN akan dibangun setidaknya delapan lapangan sepak bola dan diharapkan selesai dalam satu tahun. Pembangunan lapangan sepak bola di IKN akan dibiayai FIFA. https://t.co/86oYRAfjoQ,1629002244577443840,https://pbs.twimg.com/media/Fptg5qzacAAJALW.jpg,,in,Jakarta,210,1015,698,https://x.com/jokowi/status/1629002244577443840,366987179,jokowi
1504090104708620292,Wed Mar 16 13:40:00 +0000 2022,2685,Luhut Sebut Biaya Pemilu 'Sangat Besar' Sehingga Perlu Ditunda Kok IKN Yang Telan Rp 466 T Jalan Terus? https://t.co/pSuj5HR2Bx,1504090104708620292,,,in,Indonesia,249,950,920,https://x.com/democrazymedia/status/1504090104708620292,1243804423001763841,democrazymedia
1857050685096784366,Thu Nov 14 13:19:20 +0000 2024,7,As we look for silver linings to this PM sell-off one springs to mind: The multi-million dollar scam that Matthew Gordon @MoshiGordon of @CruxInvestor is trying to pull using his partner in crime Merlin Marr-Johnson at Fitzroy Minerals $FTZ.v is in serious trouble. https://t.co/9PpFgwN7kV,1857050685096784366,https://pbs.twimg.com/media/GcWRwaSWAAAs-It.jpg,,en,South America,0,4,1,https://x.com/Mark_IKN/status/1857050685096784366,1627835325635592193,Mark_IKN
1784221009341714880,Sat Apr 27 14:00:12 +0000 2024,2, serius nanya di kota kalian klo antri bbm antriannya panjang sampe badan jalan ga? sampe menimbulkan macet. tiap antri pertalite paling engga harus ngeluangin waktu setengah jam buat antri klo panjang ya sejam. pertamax pun antri. efek adanya ikn gini banget️ https://t.co/7b6Rg8u1OC,1784221009341714880,https://pbs.twimg.com/media/GMLTjSgbQAAU_rK.jpg,,in,Indonesia,1,1,0,https://x.com/tanyarlfes/status/1784221009341714880,1371650588,tanyarlfes
1503381764709883905,Mon Mar 14 14:45:18 +0000 2022,5100,Duduk melingkar di sekitar Titik Nol Ibu Kota Nusantara siang tadi saya mendengarkan para tokoh adat dan agama setempat. Para tokoh adat berharap agar pembangunan IKN tidak hanya mengenai infrastruktur tetapi juga pengembangan sumber daya manusia Kalimantan. https://t.co/3xFp0O7wWu,1503381764709883905,https://pbs.twimg.com/media/FN0Vv1eVUAAhmOS.jpg,,in,Jakarta,82,395,486,https://x.com/jokowi/status/1503381764709883905,366987179,jokowi
1752211697186791857,Tue Jan 30 06:06:37 +0000 2024,7, Haiii semua inii sedikit isi suara hati kami orang Kalimantan. Sedikit menambahkan seandainya IKN dihentikan bagaimana nasib lahan yg telah di ratakan itu? Terimakasih,1752211697186791857,,,in,Indonesia,0,7,0,https://x.com/tanyarlfes/status/1752211697186791857,1371650588,tanyarlfes
1857233838755467375,Fri Nov 15 01:27:07 +0000 2024,196,Menghitung Harga Alam Untuk Ibukota Baru : Ibukota Nusantara - IKN -A Thread https://t.co/o5rnvWiqtm,1857233838755467375,https://pbs.twimg.com/media/GcY4VW-acAA2BXb.jpg,,in,Disney Land,0,195,0,https://x.com/orchdlrst/status/1857233838755467375,1557310396121628672,orchdlrst
1566191413863145472,Sat Sep 03 22:28:26 +0000 2022,4451,Katanya Ekonomi baik baik saja. Makanya bisa bangun kereta cepat dan mau bangun IKN. Tapi menjaga Harga BBM Subsidi Murah tidak mampu. Pemerintahnya Pura Pura Kaya Buzzerpnya pura pura bahagia. Itulah negeri Wakanda.,1566191413863145472,,,in,"Bima Sakti, Bumi, Indonesia",48,309,1287,https://x.com/abu_waras/status/1566191413863145472,2905814730,abu_waras
1859329724243439759,Wed Nov 20 20:15:25 +0000 2024,5,Giving up the lifestyle I was living for a calm family style life has been really tight nothing better than sleeping under the same roof as my girls,1859329724243439759,,,en,,0,0,0,https://x.com/ikn0ukn0/status/1859329724243439759,2726582209,ikn0ukn0
1858616318230163766,Mon Nov 18 21:00:36 +0000 2024,20,attigin her adimdan haberim olsun. her seyini yaz bana. cok kotu tartissak bile https://t.co/JNqS3igk4W,1858616318230163766,https://pbs.twimg.com/media/GcshsKtXAAAhG5N.jpg,,tr,,1,3,0,https://x.com/ikn0vvth3end/status/1858616318230163766,1744295307150508032,ikn0vvth3end
1856674375769915852,Wed Nov 13 12:24:01 +0000 2024,369,Ini belum jadi kah? Masa IKN sekeren ini skr? https://t.co/pczDxGTuaZ,1856674375769915852,https://pbs.twimg.com/amplify_video_thumb/1856665371157389312/img/xJHt4VzGBPeisxgS.jpg,,in,"Jakarta Selatan, DKI Jakarta",14,183,83,https://x.com/HusinShihab/status/1856674375769915852,1128649413633560577,HusinShihab
1817722792357605424,Mon Jul 29 00:44:20 +0000 2024,5050,Sudah tidak punya pendukung selain datang karena dibayari dan difasilitasi. Omon-omon biaya angkut Influencer ke IKN dibayar pakai uang Pajak rakyat bukan ya? Kalau iya saya tidak ikhlas. https://t.co/Q1WndsGTZS,1817722792357605424,https://pbs.twimg.com/media/GTnZPd8bUAA284H.jpg,,in,,61,721,1448,https://x.com/DokterTifa/status/1817722792357605424,1502822366946402304,DokterTifa
1795239571271418033,Mon May 27 23:44:02 +0000 2024,14906,Kalau ujung-ujungnya potong sini potong sana dari pendapatan rakyat yg juga sudah terhimpit kebutuhan yang harganya terus naik kenapa sih masih terus ngotot bangun IKN?,1795239571271418033,,,in,"Cipayung, Indonesia",337,478,5591,https://x.com/NOTASLIMBOY/status/1795239571271418033,19190361,NOTASLIMBOY
1729707718271791137,Wed Nov 29 03:43:51 +0000 2023,5342,Whoa this is bold. Ditwit akun resmi presiden padahal artikelnya juga bahas: - Keraguan soal IKN - Pertumbuhan ekonomi meleset - KKN dan Mahkamah Keluarga Bahkan penutupnya kasih tanda tanya besar apakah IKN bisa menjawab skeptisme publik atau jadi 'gajah putih di tengah hutan',1729707718271791137,,,in,Jakarta Capital Region,144,244,1850,https://x.com/shallypristine/status/1729707718271791137,92804304,shallypristine
1800111304264560973,Mon Jun 10 10:22:34 +0000 2024,7652,Rencananya upacara 17-annya bakal ada di 2 tempat: Jakarta sama IKN. Yang di IKN ada Jokowi sama Prabowo di Jakarta ada Pak Ma aruf sama Gibran. Nanti yg ikut upacara di IKN engga akan nginep jadi nanti PP (Pulang Pergi; dateng-upacara-pulang). Gokil. https://t.co/1oA3uIkGMz,1800111304264560973,https://pbs.twimg.com/media/GPtHr9sbUAAIa5U.jpg,,in,Kutub Selatan,672,541,1133,https://x.com/timpenguinnas/status/1800111304264560973,1457753196269473793,timpenguinnas
1857401198745190407,Fri Nov 15 12:32:09 +0000 2024,59,This is really good . Potted @RealRickRule via a well-constructed list of bullet points encapsulating Rule's formula for trading the mining market. There's education for all market participants here beginner and expert alike will benefit from meditating on these points.,1857401198745190407,,,en,South America,0,4,5,https://x.com/Mark_IKN/status/1857401198745190407,1627835325635592193,Mark_IKN
1801628817435349344,Fri Jun 14 14:52:37 +0000 2024,9181,Jawaban om bule ketika disuruh minta maaf Simak nih woiiii yg lopar lapor lapar #ombule #maxivalerio #ikn #koruptor #Nepotisme https://t.co/CYXi1Ft1ji,1801628817435349344,https://pbs.twimg.com/ext_tw_video_thumb/1801628643459997696/pu/img/XF81eUjzSCmALz_b.jpg,,in,"Indiana, USA",225,1034,2495,https://x.com/blackshark7890/status/1801628817435349344,1735243382023393280,blackshark7890
1750096248080884103,Wed Jan 24 10:00:35 +0000 2024,10794,Tom Lembong Tantang Pemerintah Buka Satu per Satu Investasi IKN Bahlil: Nggak Boleh Saya Bongkar https://t.co/Cepw74829p #TempoBisnis,1750096248080884103,,,in,Indonesia,248,706,2226,https://x.com/tempodotco/status/1750096248080884103,18129942,tempodotco
1857478378007441698,Fri Nov 15 17:38:50 +0000 2024,22,Today's Follow Friday #FF is @gabbox28... again. While loudmouth mining knownothings have tens of thousands of followers (or ~5 400) a person with @gabbox28's depth of understanding about this sector has less than 1k. And that's crazy. So improve your #mintwit in one keystroke.,1857478378007441698,,,en,South America,0,2,2,https://x.com/Mark_IKN/status/1857478378007441698,1627835325635592193,Mark_IKN
1810729281234030819,Tue Jul 09 17:34:37 +0000 2024,5579,Prabowo Tidak Mau Pindah Ibu Kota dari Jakarta ke IKN https://t.co/MTEY2Dec6b,1810729281234030819,,,in,Indonesia,1108,1067,910,https://x.com/geloraco/status/1810729281234030819,3319260420,geloraco
1858152616007794947,Sun Nov 17 14:34:17 +0000 2024,4250,@stravenues Kalo tadi ada yg ketawa soal imajinasi lah itu IKN juga berawal dari imajinasi Lah dikira orang-orang ga pada ngetawain IKN juga apa wkwkkwk,1858156711875649657,,stravenues,in,,9,3,281,https://x.com/kananrugi/status/1858156711875649657,1543811485088256000,kananrugi
1585152425127993344,Wed Oct 26 06:12:43 +0000 2022,5690,Sebelum nyampe IKN foto dulu. https://t.co/B7113ptyIO,1585152425127993344,https://pbs.twimg.com/media/Ff-XuVyagAALFv6.jpg,,in,Jl. Pattimura no.20,103,478,495,https://x.com/KemenPU/status/1585152425127993344,179835283,KemenPU
1732297969402257870,Wed Dec 06 07:16:35 +0000 2023,3745,Anies Baswedan soal Dana Bangun IKN: Kenapa Nggak untuk Bayar Tenaga Honorer Guru Itu Lebih Urgent https://t.co/a76GPZRWIt,1732297969402257870,,,in,Indonesia,214,535,610,https://x.com/KompasTV/status/1732297969402257870,71436318,KompasTV
1583651283176927232,Sat Oct 22 02:47:43 +0000 2022,3114,Gubernur Jawa Barat Ridwan Kamil menyampaikan kritik pedas untuk beberapa proyek yang dijalankan pemerintah. https://t.co/EmIHpBCgNM,1583651283176927232,,,in,,183,450,627,https://x.com/detikcom/status/1583651283176927232,69183155,detikcom
1736397335071273253,Sun Dec 17 14:46:00 +0000 2023,5542,Pertanyaan yg dibalas pertanyaan namun balas nanyanya malah bikin bingung sang anak SMK bertanya ke gibran bagaimana motivasi buat anak muda agar tidak menjadi tamu didaerah sendiri malah ditanya balik dilibatkan tidak pas buat masterplan IKN?video 3&amp;4 pas anak SMK nanya https://t.co/DQzHsT8aUQ,1736397335071273253,https://pbs.twimg.com/ext_tw_video_thumb/1736397073510252544/pu/img/d7I9n1k-KxQ723Pj.jpg,,in,Zimbabwe ,677,801,2708,https://x.com/V3g3L/status/1736397335071273253,224431376,V3g3L
1444217101057626114,Sat Oct 02 08:26:03 +0000 2021,2465,Fraksi PKS menolak rancangan undang-undang yang mengatur pemindahan ibu kota negara (IKN) dari Jakarta ke Penajam Paser Kalimantan Timur. https://t.co/R4eRVLTAL6 #TempoBisnis,1444217101057626114,,,in,Indonesia,75,282,617,https://x.com/tempodotco/status/1444217101057626114,18129942,tempodotco
1585989889883242502,Fri Oct 28 13:40:30 +0000 2022,3241,Wuuiiihhh Gubernur mendoakan orang yg tdk setuju IKN jadi pendek umur. Mari kita doakan beliau agar panjang umur sehingga bisa menyaksikan kegagalan IKN.,1585989889883242502,,,in,,58,575,841,https://x.com/msaid_didu/status/1585989889883242502,1117990249806721024,msaid_didu
1725383509274206246,Fri Nov 17 05:20:59 +0000 2023,3055,Jokowi Akui Belum Ada Investor Asing Masuk IKN https://t.co/A5R7YusQjp,1725383509274206246,,,in,,300,645,493,https://x.com/CNNIndonesia/status/1725383509274206246,17128975,CNNIndonesia
1782689741047283928,Tue Apr 23 08:35:29 +0000 2024,45465,Gua dengan siap akan mengawal dan menagih janji 02 1. Makan siang gratis 2. 300 FK Baru 3. 19 Juta loker 4. 13 kota baru 5. 3 juta rumah 6. Pabrik ponsel 7. RS Modern setiap kota 8. Lanjutan IKN 9. 10 ribu beasiswa 10. 5 milyar per desa https://t.co/XpPIQeUOkC,1782689741047283928,https://pbs.twimg.com/media/GL1i3c7bYAAhjGh.jpg,,in,,1323,2898,12411,https://x.com/nialubis_/status/1782689741047283928,1604860300573802497,nialubis_
1859422967073280407,Thu Nov 21 02:25:56 +0000 2024,3,Mepet apa ajg bongkar aja ikn jual rongsoknya ke pengepul kalo BU,1859422967073280407,,,in,,0,0,2,https://x.com/KNRNIsntHere/status/1859422967073280407,1149715304538230784,KNRNIsntHere
1833629723219660942,Tue Sep 10 22:12:47 +0000 2024,11360,Pantes aja gak menang ada dia katanya di IKN https://t.co/4aFaK2aQjP,1833629723219660942,https://pbs.twimg.com/ext_tw_video_thumb/1833629690579587073/pu/img/nIJOtDfFQrnGeLms.jpg,,in,,147,904,1689,https://x.com/CakKhum/status/1833629723219660942,1112540525771386880,CakKhum
1857015756455641224,Thu Nov 14 11:00:32 +0000 2024,125, kadinlara kimse secme secilme hakki vermezken ata'm VERDI look at our feminists dawg we re never getting out of patriarchy,1857015756455641224,,,en,,0,2,8,https://x.com/ikn0vvth3end/status/1857015756455641224,1744295307150508032,ikn0vvth3end
1858894151812800895,Tue Nov 19 15:24:37 +0000 2024,30,だれかはなそー,1858894151812800895,,,ja,,0,2,0,https://x.com/vq9IknVJek1829/status/1858894151812800895,1798702429103648769,vq9IknVJek1829
1856535567376495039,Wed Nov 13 03:12:26 +0000 2024,149,Dikembalikan jangan balik lagi. Kereta Tanpa Rel IKN Bakal Dikembalikan ke China Kenapa? https://t.co/KwuHdXoZDj,1856535567376495039,,,in,Indonesia,4,49,38,https://x.com/yusuf_dumdum/status/1856535567376495039,2156465923,yusuf_dumdum
